title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,movie_id
Tempest (1982),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6041
Tenebre (1982),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6042
They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6043
Time Walker (a.k.a. Being From Another Planet) (1982),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6044
Trail of the Pink Panther (1982),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6045
"Traviata, La (1982)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6046
Venom (1982),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6047
To Begin Again (a.k.a. Starting Over) (Volver a Empezar) (1982),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6048
"White Rose, The (Weiße Rose, Die) (1982)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6049
White Dog (1982),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,6050
"Final Option, The (Who Dares Wins) (1982)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6051
Wrong Is Right (a.k.a. The Man With the Deadly Lens) (1982),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6052
Yol (a.k.a. The Way) (1982),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6053
"Yor, the Hunter from the Future (1983)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6054
Zapped! (1982),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6055
Deliver Us from Eva (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6056
How to Lose a Guy in 10 Days (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6057
Shanghai Knights (2003),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6058
Daredevil (2003),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6059
"Jungle Book 2, The (2003)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6060
All the Real Girls (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6061
Amandla! A Revolution in Four Part Harmony (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6062
Painted Fire (Chihwaseon) (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6063
Gerry (2002),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6064
He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6065
Lockdown (2000),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6066
Ordinary Sinner (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6067
Dennis the Menace (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6068
Stand-In (1937),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6069
10 to Midnight (1983),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6070
"Black Stallion Returns, The (1983)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6071
"Black Stallion, The (1979)",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6072
Cesar & Rosalie (César et Rosalie) (1972),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6073
"Countess from Hong Kong, A (1967)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6074
Into the West (1992),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6075
Kinjite: Forbidden Subjects (1989),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6076
Messenger of Death (1988),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6077
Mr. Majestyk (1974),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6078
Murphy's Law (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6079
"Patch of Blue, A (1965)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6080
"Prayer for the Dying, A (1987)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6081
Q & A (1990),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6082
"Red Badge of Courage, The (1951)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6083
"Thrill of It All, The (1963)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084
Pillow Talk (1959),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6085
"Man Who Fell to Earth, The (1976)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6086
Dark Blue (2003),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6087
Gods and Generals (2003),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6088
"Life of David Gale, The (2003)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6089
Old School (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6090
Dischord (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6091
"Lawless Heart, The (2003)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6092
"Navigators, The (2001)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6093
Open Hearts (Elsker dig for evigt) (2002),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6094
Poolhall Junkies (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6095
Till Human Voices Wake Us (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6096
Stone Reader (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6097
Cradle 2 the Grave (2003),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6098
Spider (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6099
American Heart (1992),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6100
Edie & Pen (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6101
Insignificance (1985),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6102
Lady Jane (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6103
Late Marriage (Hatuna Meuheret) (2001),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6104
Life Stinks (1991),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6105
"Meteor Man, The (1993)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6106
Mr. North (1988),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6107
Seize the Day (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6108
"Slaughter Rule, The (2002)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6109
Teenagers from Outer Space (1959),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6110
Trouble Bound (1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6111
Volcano High (Whasango) (2001),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6112
Ten (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6113
Bringing Down the House (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6114
Tears of the Sun (2003),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6115
Irreversible (Irréversible) (2002),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,6116
Laurel Canyon (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6117
Nowhere in Africa (Nirgendwo in Afrika) (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6118
"Safety of Objects, The (2001)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6119
Bend It Like Beckham (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6120
"Hunted, The (2003)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6121
Willard (2003),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,6122
Gaudi Afternoon (2001),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6123
Prozac Nation (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6124
Spun (2001),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6125
Under the Skin of the City (Zir-e-poost-e Shahr) (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6126
King of Kings (1961),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6127
"Lost Honor of Katharina Blum, The (Verlorene Ehre der Katharina Blum oder: Wie Gewalt entstehen und wohin sie führen kann, Die) (1975)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6128
Loving You (1957),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6129
"Talk of the Town, The (1942)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6130
Two-Lane Blacktop (1971),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6131
Bang the Drum Slowly (1973),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6132
"Benny Goodman Story, The (1955)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6133
Born Free (1966),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6134
Born Yesterday (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6135
Equus (1977),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6136
Europa Europa (Hitlerjunge Salomon) (1990),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6137
Fear Strikes Out (1957),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6138
"Glenn Miller Story, The (1953)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6139
Green Card (1990),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6140
Journey to the Center of the Earth (1959),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6141
One Good Cop (1991),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6142
Pauline at the Beach (Pauline à la Plage) (1983),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6143
Ringu (Ring) (1998),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6144
Ringu 2 (Ring 2) (1999),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6145
Salaam Bombay! (1988),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6146
Sweet Charity (1969),0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6147
Talent for the Game (1991),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6148
Women in Love (1969),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6149
Japon (a.k.a. Japan) (Japón) (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6150
Boat Trip (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6151
Dreamcatcher (2003),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,6152
Piglet's Big Movie (2003),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6153
"View from the Top, A (2003)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6154
Down and Out with the Dolls (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6155
"Awful Truth, The (1937)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6156
"Bible, The (a.k.a. Bible... In the Beginning, The) (1966)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6157
"House with Laughing Windows, The (Casa dalle finestre che ridono, La) (1976)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6158
I Am Curious (Yellow) (Jag är nyfiken - en film i gult) (1967),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6159
"Dames du Bois de Boulogne, Les (Ladies of the Bois de Boulogne, The) (Ladies of the Park) (1945)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6160
My Friend Flicka (1943),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6161
"Robe, The (1953)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6162
Wind (1992),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6163
Unknown Pleasures (Ren xiao yao) (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6164
Basic (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6165
"Core, The (2003)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6166
Head of State (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6167
What a Girl Wants (2003),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6168
Assassination Tango (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6169
Raising Victor Vargas (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6170
Stevie (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6171
Akira Kurosawa's Dreams (Dreams) (1990),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6172
Day for Night (La Nuit Américaine) (1973),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6173
Eye of God (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6174
In a Lonely Place (1950),0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,6175
Physical Evidence (1989),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6176
Square Dance (1987),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6177
Wake of the Red Witch (1948),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6178
Winter Kills (1979),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6179
Fellini: I'm a Born Liar (Fellini: Je Suis um Grand Menteur) (2001),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6180
"Good Thief, The (2002)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6181
"Man Apart, A (2003)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6182
Phone Booth (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6183
Cet amour-là (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6184
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6185
DysFunktional Family (2003),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6186
Levity (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6187
"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6188
Anger Management (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189
Better Luck Tomorrow (2002),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6190
Ghosts of the Abyss (2003),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6191
House of 1000 Corpses (2003),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6192
Lilya 4-Ever (Lilja 4-ever) (2002),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6193
Marion Bridge (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6194
XX/XY (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6195
Bulletproof Monk (2003),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6196
Chasing Papi (a.k.a. Papi Chulo) (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6197
"Mighty Wind, A (2003)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6198
Holes (2003),0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6199
Malibu's Most Wanted (2003),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6200
"Winged Migration (Peuple migrateur, Le) (2001)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6201
Flickering Lights (Blinkende lygter) (2000),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6202
Straw Dogs (1971),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6203
Beginning of the End (1957),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6204
"Andromeda Strain, The (1971)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6205
Brainscan (1994),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6206
Fahrenheit 451 (1966),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6207
I Am Trying to Break Your Heart (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6208
"Iceman Cometh, The (1973)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6209
Legal Eagles (1986),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6210
Married to It (1991),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6211
Memories of Me (1988),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6212
"Other Side of Heaven, The (2001)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6213
"Private Function, A (1984)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6214
Sibling Rivalry (1990),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215
Undercover Blues (1993),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6216
Wildcats (1986),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6217
"Wiz, The (1978)",0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6218
Cartouche (1962),0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6219
"Marrying Man, The (Too Hot to Handle) (1991)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6220
"My Father the Hero (Mon père, ce héros.) (1991)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6221
Scenes from a Mall (1991),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6222
Stella (1990),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6223
Confidence (2003),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6224
Identity (2003),0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,6225
It Runs in the Family (2003),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6226
"Real Cancun, The (2003)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6227
City of Ghosts (2002),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6228
"Decade Under the Influence, A (2003)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6229
House of Fools (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6230
Manic (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6231
People I Know (2002),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6232
Spellbound (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6233
"Lizzie McGuire Movie, The (2003)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6234
X2: X-Men United (2003),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6235
Blue Car (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6236
"Dancer Upstairs, The (2002)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6237
Marooned in Iraq (Gomgashtei dar Aragh) (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6238
Owning Mahowny (2003),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6239
Daddy Day Care (2003),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240
"Man on the Train (Homme du train, L') (2002)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6241
Only the Strong Survive - A Celebration of Soul (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6242
"Shape of Things, The (2003)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6243
"Trip, The (2002)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6244
Washington Heights (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6245
101 Reykjavik (101 Reykjavík) (2000),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6246
"Chorus Line, A (1985)",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6247
Absolute Beginners (1986),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6248
Beat Street (1984),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6249
Breakin' 2: Electric Boogaloo (1984),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6250
Breakin' (1984),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6251
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6252
Hysterical Blindness (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6253
Lambada (1990),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6254
Roadie (1980),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6255
"Carpetbaggers, The (1964)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6256
"Girls, Les (1957)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6257
Gunfight at the O.K. Corral (1957),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6258
High Society (1956),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6259
Kiss Me Kate (1953),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6260
"Matrix Reloaded, The (2003)",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6261
Dracula: Pages from a Virgin's Diary (2001),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6262
Down with Love (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6263
Cinemania (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6264
Friends and Family (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6265
"Spanish Apartment, The (L'auberge espagnole) (2002)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6266
Pokémon Heroes (2003),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6267
Bruce Almighty (2003),0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6268
"In-Laws, The (2003)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6269
Gigantic (A Tale of Two Johns) (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6270
Respiro (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6271
Finding Nemo (2003),0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6272
"Italian Job, The (2003)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6273
Wrong Turn (2003),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6274
Capturing the Friedmans (2003),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6275
"Three Marias, The (Três Marias, As) (2002)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6276
Together (Han ni Zai Yiki) (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6277
"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6278
Love the Hard Way (2001),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,6279
Whale Rider (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6280
